user_id,genres,playtime_forever
skaeren2190,Action,120080
76561198053738092,Adventure,120079
AURLNAME,Adventure,120034
76561198055179537,Free to Play,120020
AURLNAME,Free to Play,120006
76561198079254609,Action,119999
76561198066306064,Free to Play,119959
76561198073607481,RPG,119864
76561198061533143,Simulation,119700
allansnackbar,Massively Multiplayer,119681
76561198040532631,Free to Play,119626
DieMadchenschanderin,Adventure,119604
3021Daniel,Early Access,119503
76561198085167128,Early Access,119491
Hardway155,Simulation,119288
76561198000444089,Strategy,119259
Shredderman962,Indie,119156
76561197987109775,RPG,119145
DemondSlayerV,Strategy,119032
BlackReaperHei,Strategy,118991
76561198055096033,Simulation,118964
76561198030245280,RPG,118870
76561198043917204,Massively Multiplayer,118802
76561198027093071,Simulation,118790
76561198026784391,RPG,118762
Abyss666,Action,118750
76561197966979423,RPG,118723
snakeyboy,Action,118694
76561198046364437,Action,118499
76561197978024377,Strategy,118433
76561198049953557,Adventure,118347
deleteme14,RPG,118298
Cow666,Free to Play,118293
76561198043305211,Indie,118290
76561197996747515,RPG,118283
ABSOLUTLY_NOTHING,Indie,118220
GoldenSlice,Massively Multiplayer,118144
Sicero,Simulation,118114
FrostyBlizzard,Action,118070
CantTellMeNothin,Adventure,117951
76561198027367190,RPG,117931
L4M1NAS,Simulation,117928
DieMadchenschanderin,Strategy,117920
76561198045516933,Strategy,117905
Gilsham,RPG,117743
TheLandOfTheCalTheSpy,Action,117656
EclipseProduction,Action,117461
gangstapimpplaya,Adventure,117440
76561198000444089,Free to Play,117432
76561198036772520,Adventure,117348
bennytrev,Action,117272
76561198041631556,Strategy,117243
tarjla,Simulation,117208
deynarian,Massively Multiplayer,117143
BlackReaperHei,Indie,117130
76561198035232640,Indie,116970
Sicero,RPG,116956
76561198064484479,Free to Play,116908
76561198048240622,Simulation,116852
Jellofacey,Simulation,116819
83837474,RPG,116772
76561198024006038,Simulation,116736
76561198049440934,Massively Multiplayer,116681
76561197966979423,Simulation,116639
DopeOxide,Indie,116632
Remo191,Simulation,116568
76561198054932978,Indie,116496
76561197971994126,RPG,116460
76561198060469849,Free to Play,116393
76561198036772520,Casual,116241
Superdraco3314,Simulation,116018
TheRevenant,Free to Play,116012
76561198057988265,Simulation,116012
davidjgriffith,Strategy,115807
76561198057177409,RPG,115765
L4M1NAS,Massively Multiplayer,115754
76561197960478966,Indie,115745
76561198022266151,Casual,115677
Kebabsaregood,Adventure,115646
epicssy,Free to Play,115642
Q-Dance,Action,115569
76561198055291139,Indie,115558
76561197994387796,Action,115500
LapFucksTrax,Simulation,115446
Portals,RPG,115444
76561198042491372,Adventure,115362
76561198007390829,RPG,115300
gogi7,Action,115281
76561198049440934,RPG,115253
76561198062646700,RPG,115139
allansnackbar,Early Access,115086
76561197973395845,Action,115057
sad-commie,RPG,115053
76561198056280925,Massively Multiplayer,115046
76561198037038784,Action,115013
76561198047208452,Simulation,114838
bosslucek,Indie,114801
76561198041284313,Indie,114466
Flamin-Joker,RPG,114443
DerpyMineTurtle,Simulation,114433
76561198068194476,Action,114423
Benny3888,Indie,114283
bantiacmd,Action,114265
GermanPenguin,Indie,114114
TrippedSociety,Free to Play,114110
76561198007584361,Strategy,114079
Symbolize,Action,114030
VividPikselz,Strategy,113988
76561198040055640,Action,113971
76561198031310041,Adventure,113944
76561198075471492,Massively Multiplayer,113841
76561197998960814,Indie,113760
76561198024531364,RPG,113716
76561198059162959,Simulation,113559
keane_ck,Action,113516
OutdoorKitchen,RPG,113458
3021Daniel,Massively Multiplayer,113428
76561198054181145,Adventure,113370
Sansomar,Action,113337
keiran1,Adventure,113240
omnixbro,Adventure,113229
76561197970551076,RPG,113209
AURLNAME,RPG,113187
py6Spider,Indie,113165
76561198029596731,Simulation,113131
291129112911291129112911,Casual,113121
fitemeirlfget,Strategy,113018
76561197970137892,RPG,112963
76561198021391861,Adventure,112908
farquadspenis,Indie,112888
76561198012909706,Adventure,112825
necrobabe,Indie,112753
76561198000444089,Simulation,112707
76561198000444089,Indie,112707
76561198000444089,Casual,112707
76561198000444089,Adventure,112707
thequeenpanda,Adventure,112563
76561198054914056,Simulation,112527
hellotherem8,Simulation,112523
ZyhgarThestarweaver,Strategy,112515
Bluegills,Indie,112502
dragonsheart,Simulation,112418
76561198043917204,Strategy,112406
GoldenSlice,RPG,112373
76561198002171489,Adventure,112349
reidsmoe,Indie,112313
COOKIESCOOKIES123,Indie,112277
76561198049953557,Free to Play,112238
hitlersokiguess,Indie,112157
youngwolf,Action,112017
76561198086476823,Massively Multiplayer,111834
Gigglestik,Casual,111779
76561197967443926,Strategy,111573
SitteNKitteNMitteN,Indie,111503
76561198004901938,RPG,111441
Asyamercilicious,Action,111357
dontplayinpipesanddrains,Simulation,111296
76561197986594271,Indie,111257
deleteme14,Indie,111235
76561198056857968,Indie,111177
76561198023971448,Action,111158
bwolf7803,Adventure,111144
76561198056735088,Adventure,111108
76561198070943489,Indie,111049
Strider95,Free to Play,111016
3021Daniel,Indie,110896
76561198054932978,RPG,110893
76561197975863549,Adventure,110846
wyvaud,Indie,110806
TooEasyTeeZee,Strategy,110806
KentuckyFriedSpy,Indie,110805
76561197967621845,Strategy,110727
Icebrrg1245,Adventure,110722
76561198011212454,Simulation,110647
76561197967443926,RPG,110636
spaceblob,Strategy,110620
VividPikselz,Simulation,110615
PugsAus,Indie,110575
76561198063667684,Adventure,110522
76561197983944271,Massively Multiplayer,110472
zeroepix,Action,110458
76561198026784391,Action,110385
xXAussieRockXx,Adventure,110298
stinglock,RPG,110286
NightlyDawn,Simulation,110264
VoxMaro,Adventure,110218
76561198039601082,Action,110196
76561197973395845,Strategy,110141
frogmcvape,RPG,110133
Aquilares,Indie,110061
76561198061097219,Adventure,109983
Lickidactyl,Utilities,109916
Lickidactyl,Audio Production,109916
Lickidactyl,Software Training,109916
Lickidactyl,Video Production,109916
76561198044684818,Massively Multiplayer,109912
76561198040844729,Strategy,109885
76561197984814608,RPG,109714
elektro_haus,Action,109697
L4M1NAS,Adventure,109652
76561198057685527,Massively Multiplayer,109636
piepai,RPG,109626
76561198026468073,RPG,109582
someonelewd,RPG,109546
76561198063648921,Adventure,109540
76561197978024377,RPG,109506
76561198048230501,Free to Play,109376
biendeo,Indie,109334
1silentsniper1,Sports,109221
76561198070403442,RPG,109210
76561198060797110,Free to Play,109150
krogdog,Strategy,109046
76561198061505714,Action,109041
thisgodlessendeavor,Strategy,109015
76561198031310041,RPG,108965
DrSparkle,Action,108921
tarjla,Massively Multiplayer,108756
DONTFUCKINGCLICKTHIS,Simulation,108699
76561198021622091,Massively Multiplayer,108649
76561197990819502,Action,108576
1silentsniper1,RPG,108572
76561198067070151,Strategy,108566
76561198051686686,Free to Play,108466
thequeenpanda,RPG,108422
76561198054224756,Action,108410
76561198017614917,Action,108369
Icebrrg1245,Action,108301
76561198004901938,Massively Multiplayer,108234
76561198055179537,Adventure,108224
76561198053738092,RPG,108139
Kelsoren,Early Access,108011
Andydds,Strategy,107965
RegularSmokeyJoe,RPG,107958
TrippedSociety,RPG,107913
AE19,Action,107891
TheLifeAndTimesOfTim,Indie,107887
76561198022148624,RPG,107833
76561198101480347,Indie,107731
210519992016,RPG,107709
loadaimandsnipe,RPG,107655
DANGERMOOOUSE,Simulation,107595
pixelism,RPG,107573
76561198033081099,Adventure,107482
76561198105430566,Massively Multiplayer,107471
76561198065322400,Casual,107375
76561198055938832,Action,107344
76561198072155632,RPG,107332
OutdoorKitchen,Indie,107303
Warrfoxx,Indie,107228
wyvaud,Adventure,107123
DickRichardJohnson,Simulation,107055
gaiyamato,Indie,106867
76561198040844729,Action,106844
jimmynoe,Massively Multiplayer,106830
ShadowGapan,RPG,106828
LordJacques,Strategy,106818
76561198028458466,Action,106776
GrossWolf,Simulation,106638
76561198045507259,Simulation,106606
tarful1000,Action,106430
76561197992148038,Strategy,106418
keane_ck,Strategy,106233
76561198061505714,Simulation,106215
76561198022808464,Simulation,106158
76561198042389215,Adventure,106142
76561197963469414,Adventure,106100
MagiKFred,Adventure,106083
Shadowbolt4231,RPG,106077
Qu_Boy,Simulation,106048
76561197995164445,Simulation,106037
Hati_Hati_Hati_Hati_Hati_Hati,Adventure,105874
76561198049953557,Casual,105842
76561198037038784,Indie,105828
76561198046364437,Adventure,105779
76561198031286028,Strategy,105642
76561197972797551,Free to Play,105564
76561197993640717,Indie,105533
senpai_the_slutty,Adventure,105530
GermanPenguin,Simulation,105506
Nickz_,Simulation,105486
techo66,Action,105481
Superdraco3314,Free to Play,105473
76561197995163667,RPG,105447
76561198019019838,Action,105395
sexysob,Action,105310
76561198055524901,Adventure,105270
malthiusau,Indie,105269
malthiusau,RPG,105259
Wdsy,Simulation,105159
ButteryTyrant,Free to Play,105152
76561198024531364,Adventure,105141
Shemhamphorasch,Action,105071
JohnnyMcShitty,Indie,105008
Icebrrg1245,Simulation,104950
76561198064619260,Free to Play,104946
291129112911291129112911,Free to Play,104924
76561198061039259,Indie,104896
sporelife,Indie,104838
ABSOLUTLY_NOTHING,RPG,104836
camo88,Action,104784
Kaj3n,Adventure,104729
76561198057685527,Free to Play,104720
itss_ur_boi_,Indie,104715
76561198084015139,RPG,104712
JohnnyMcShitty,Adventure,104666
76561198028482615,Simulation,104580
69doggystyle,Massively Multiplayer,104570
Howaboutsomegoodoldsuicide,RPG,104544
Warrfoxx,Simulation,104538
76561198048240622,Adventure,104441
LiberationestZ,Indie,104409
3021Daniel,Adventure,104378
76561197963469414,Indie,104338
76561198030306029,Simulation,104317
NaukaD,RPG,104247
scott_majere,Indie,104213
76561198055632563,Action,104079
awpsum,RPG,103973
camo88,Simulation,103962
JayKayGray,Simulation,103939
76561198073607481,Indie,103933
76561198050174490,Strategy,103855
Burch2,Adventure,103832
grimroaeos,RPG,103809
76561197995897347,Action,103748
76561198043821248,Indie,103673
mmaxim,Free to Play,103578
AiSenSlayer,Free to Play,103541
deleteme14,Massively Multiplayer,103457
76561198084123358,Action,103413
whoopah,RPG,103386
dragonsheart,Action,103366
76561198059107861,Simulation,103354
76561197995163667,Indie,103324
76561198022269929,Action,103296
76561198013973273,Simulation,103253
maxpaynepillkiller,Strategy,103238
sad-commie,Action,103202
76561197987109775,Indie,103107
76561197970137892,Adventure,103086
PROGAMER963,Strategy,103083
Kelsoren,Simulation,102947
291129112911291129112911,Massively Multiplayer,102940
stopgovtcorruption,Free to Play,102898
76561198066306064,Indie,102879
76561198044236862,Action,102813
76561198013785384,Indie,102743
tarjla,Early Access,102696
cgoober2000,Simulation,102644
acorn13,Adventure,102605
76561198056884067,Indie,102557
piepai,Strategy,102479
76561198021622091,Free to Play,102474
thefaggotron6969,Indie,102459
scott_majere,Adventure,102457
76561197977246575,Adventure,102400
mayaismywife,Massively Multiplayer,102399
pieman98,RPG,102345
76561198049440934,Early Access,102244
Steamified,Free to Play,102055
76561197996747515,Adventure,102044
76561197970551076,Strategy,102001
76561197970551076,Indie,101885
xoFushiox,Massively Multiplayer,101871
maxpaynepillkiller,Action,101832
loadaimandsnipe,Action,101825
Eviloverlord1987BC,Simulation,101808
xythesis,Simulation,101703
76561198038486363,Indie,101691
76561198022269929,RPG,101652
dmorrell,Strategy,101582
DownSyndromeKid,Strategy,101528
76561197967621845,Simulation,101460
Sothere,Free to Play,101429
76561197990027470,Strategy,101330
Clammed,Indie,101168
PugsAus,RPG,101072
NightlyDawn,Adventure,101024
76561198086476823,Early Access,100994
76561198007510322,Action,100990
dogapp,Free to Play,100916
76561198011333937,Strategy,100668
76561197968331328,RPG,100624
76561198027406146,Adventure,100616
SenatorArmstrong123,RPG,100488
76561198021391861,Indie,100475
bosslucek,Casual,100385
76561198075749223,Indie,100365
76561198056735088,Massively Multiplayer,100316
ohyeahpunk,Adventure,100261
0071945,Strategy,100247
76561198012909706,Strategy,100117
ThisIsWhereIGetOff,Action,100117
76561198048240622,Free to Play,100037
76561198065905091,Action,99899
76561198052786944,Indie,99801
FabRainbro,Indie,99723
76561198079896887,Indie,99628
tinyrickexclamationmark,Action,99614
supersonic380,RPG,99547
76561198035606542,Simulation,99525
76561198054932978,Adventure,99518
76561198007510322,Simulation,99510
76561197984814608,Action,99375
76561198011743390,Free to Play,99354
76561198018677971,Simulation,99270
76561198055632563,RPG,99228
Kootrasman,Adventure,99131
T0talN1nja,RPG,99126
TURTLESYEA,Simulation,99073
76561198017205526,Adventure,98834
76561198011312704,Action,98818
usaidwotnow,Simulation,98781
Burch2,Massively Multiplayer,98742
76561198065322400,Massively Multiplayer,98596
76561198047273546,Strategy,98516
76561198052118118,Action,98505
keane_ck,Adventure,98431
76561198020449132,Action,98315
76561198048230501,Adventure,98284
76561198061021230,Action,98258
Portals,Simulation,98154
76561197993685324,Simulation,98114
76561198079896887,Strategy,98076
76561198077663677,Indie,98057
76561198022148624,Adventure,98052
76561198060787863,Indie,98038
Blackbirdm3,Simulation,98024
LecXii,Action,97907
76561198056735088,Indie,97828
76561198027517536,Strategy,97804
xoFushiox,Free to Play,97582
TURTLESYEA,Indie,97561
Trooper6192,Free to Play,97560
76561198050247132,Strategy,97552
hashtaglmao,Action,97521
76561198002171489,Indie,97454
210519992016,Simulation,97449
76561198045516933,Indie,97320
biendeo,Free to Play,97245
PiozZ,Strategy,97216
76561198045953692,Strategy,97212
Hardway155,Casual,97212
76561198049440934,Adventure,97053
76561198055055523,Adventure,97016
76561198045516933,RPG,96916
76561198056280925,RPG,96868
76561198078138335,Adventure,96866
SaltySpittoon,Strategy,96862
camo88,RPG,96814
76561198056280925,Adventure,96807
76561197984814608,Massively Multiplayer,96791
765611983889673,Action,96789
GhandiSikh,Action,96774
76561198004203858,Simulation,96739
76561197990027470,Simulation,96711
76561198054085200,Action,96709
69doggystyle,Indie,96652
76561198007521657,RPG,96442
76561197987109775,Action,96432
76561198044511328,RPG,96411
76561197978426585,Adventure,96410
tamlieu,Free to Play,96374
CornFlakes0401,RPG,96362
76561198043917204,Simulation,96335
TotallyCleverID,Free to Play,96306
shiftyz13,Indie,96227
76561197995163667,Action,96211
76561198057177409,Free to Play,96186
76561198045133986,RPG,96141
FiggidyJiggidy,Simulation,96027
fettelwow,Indie,96021
fettelwow,Simulation,96021
76561198014969917,Strategy,95946
hitlersokiguess,Simulation,95811
modz_x,Free to Play,95789
stinglock,Indie,95749
76561198044060397,Adventure,95734
WrightTheWrong,RPG,95726
76561198013170444,RPG,95597
76561198035642590,Massively Multiplayer,95557
AURLNAME,Massively Multiplayer,95545
76561198060808273,Simulation,95476
210519992016,Massively Multiplayer,95432
210519992016,Free to Play,95432
Overwhelmer,Massively Multiplayer,95421
bennytrev,Strategy,95368
jalpineapple,Adventure,95329
itss_ur_boi_,Strategy,95281
76561198024071345,Adventure,95254
keane_ck,Massively Multiplayer,95244
Velocity_,Massively Multiplayer,95161
Hardway155,Massively Multiplayer,95137
76561198052786944,Simulation,95136
76561198060969570,Free to Play,95107
DANGERMOOOUSE,RPG,95020
76561198081666970,Massively Multiplayer,94923
76561197974941166,Simulation,94870
Trooper6192,Simulation,94828
76561198040633290,Massively Multiplayer,94792
mmaxim,Indie,94790
ButteryTyrant,Indie,94764
76561197961702279,Strategy,94759
Kootrasman,Massively Multiplayer,94747
LunarFreez3,Strategy,94689
CantTellMeNothin,Simulation,94688
nateprofile,Free to Play,94660
76561198043821248,Adventure,94582
Master_Pelon,Indie,94553
DickRichardJohnson,Indie,94551
fitemeirlfget,Action,94527
OriginalPredz,Indie,94514
76561197967445425,Strategy,94501
76561198065247809,Massively Multiplayer,94389
rabbidscool,Adventure,94309
76561197998463688,Indie,94244
camo88,Indie,94216
Gilsham,Indie,94193
lordofgeckos,Adventure,94138
76561198079890309,Indie,94128
76561198061039259,RPG,94020
SweetSugar,Strategy,93991
Harbringer-of-sorrow,Strategy,93966
jskode,Massively Multiplayer,93961
76561198007488623,Action,93951
skaeren2190,Strategy,93944
76561198028482615,Action,93808
76561198038486363,RPG,93739
nipplelicker4000,Indie,93724
76561197996747515,Simulation,93723
bigodo,Adventure,93705
76561198024071345,Massively Multiplayer,93661
76561198036695284,RPG,93537
LV223,RPG,93489
76561197995897347,Simulation,93410
hitlersokiguess,Strategy,93375
sythilian,Free to Play,93326
BigCutyBootyJudy,RPG,93236
76561198018736748,Adventure,93226
auzmoz,Free to Play,93168
2571,Strategy,93085
mblades,RPG,92970
76561197963469414,RPG,92874
Sacru,Simulation,92775
Rawrimaviking,Adventure,92736
Gilsham,Casual,92712
76561198008565345,Indie,92630
76561197965943381,Action,92403
76561197970551076,Simulation,92397
livaris,Simulation,92366
loadaimandsnipe,Strategy,92344
76561198007390829,Simulation,92334
76561198013149300,Indie,92317
clawbot44,Free to Play,92308
76561198060797110,Simulation,92288
76561198079986661,Action,92284
76561198061039259,Adventure,92279
DontCareForURL,Massively Multiplayer,92276
smcs,Strategy,92273
cywabcoylttdtabistsiaeyclalumb,Indie,92212
76561197967787808,Simulation,92211
JustIcey,Action,92106
Nuclueus,Adventure,92033
76561198028038497,RPG,91949
xChromazone,Simulation,91910
76561198084123358,Indie,91874
dmorrell,Action,91857
Dr_Angryhead,RPG,91812
76561198027093071,Indie,91772
TheMightyZingy,Simulation,91769
76561198041284313,Strategy,91768
76561198013170444,Free to Play,91665
76561198034465295,Action,91632
76561198053738092,Massively Multiplayer,91604
Gilsham,Adventure,91488
76561198013785384,Adventure,91471
76561198072155632,Simulation,91420
Kootrasman,RPG,91287
76561198039700455,RPG,91261
76561198060787863,RPG,91240
SzechuanB,Indie,91182
76561197999613236,Action,91181
76561198059174254,Strategy,91175
Burch2,Early Access,91099
76561198056741844,Free to Play,91096
detailmovie,Adventure,91093
76561197999075044,Free to Play,91088
FabRainbro,Adventure,91058
76561198048597734,Action,91026
76561198044593988,Adventure,90889
76561198079405465,Adventure,90873
Gamerman246,Simulation,90840
76561198064619260,Casual,90824
Shadowbolt4231,Strategy,90818
76561198047051392,Indie,90802
76561198075749223,Adventure,90775
nnotzsb,Adventure,90770
76561197975369524,Action,90766
76561198045133986,Free to Play,90711
GeneralCuddles,Strategy,90694
ZyhgarThestarweaver,Simulation,90687
76561198079890309,RPG,90677
tarful1000,Strategy,90590
foe99FTW,Simulation,90587
Knight-Silver,RPG,90575
76561198004901938,Adventure,90509
76561198045133986,Strategy,90497
Harkugan,Indie,90478
76561198055326819,Adventure,90448
Icebrrg1245,Strategy,90399
76561198075582003,Adventure,90352
76561197976652491,RPG,90316
Gilsham,Free to Play,90259
py6Spider,Adventure,90249
Cow666,Early Access,90162
spiderpig11223,Adventure,90129
streetjimmy,Simulation,90094
absolutezero,Simulation,90070
Overwhelmer,Strategy,90063
76561198028038497,Free to Play,89999
76561198085167128,Strategy,89912
FilthyDeath,RPG,89838
Kebabsaregood,RPG,89808
auzmoz,Simulation,89775
Rawrimaviking,Strategy,89774
76561197998463688,Massively Multiplayer,89738
76561198029976254,Indie,89734
yaegerthearcticwolf,RPG,89682
76561197998463688,Adventure,89631
76561198012909706,Free to Play,89630
76561198036455045,Strategy,89575
chidori_647,Adventure,89567
liambull,Adventure,89535
76561197970551076,Adventure,89446
bhajina,Strategy,89429
76561197971994126,Adventure,89405
constantine1,Indie,89379
76561198026531048,Strategy,89359
NanoPi,Simulation,89342
76561198070943489,Free to Play,89333
76561198027517536,Adventure,89293
76561197967443926,Action,89260
lovemorezeebanda,Massively Multiplayer,89253
76561198070087725,RPG,89156
76561198011743390,Strategy,89146
AquilliusRanger,Free to Play,89080
quickkandy98,RPG,89028
00True,Free to Play,89028
dogapp,Strategy,89020
Aquilares,RPG,88956
76561198081845576,Indie,88890
76561198046364437,RPG,88791
76561198016685643,Simulation,88776
76561198007799026,Adventure,88758
Knight-Silver,Adventure,88739
76561197975369524,Strategy,88727
76561198042422937,Indie,88639
76561197998463688,RPG,88624
76561198038486363,Strategy,88544
22109203,Indie,88540
thraadash,RPG,88497
cyberjepp,Adventure,88429
EclipseProduction,Simulation,88427
76561198007799026,Indie,88395
gangstapimpplaya,RPG,88359
grimroaeos,Free to Play,88331
76561197961118969,Adventure,88282
Superdraco3314,Massively Multiplayer,88252
76561198029997863,Indie,88178
tomfiend,Strategy,88167
jskode,RPG,88150
meowvel,Casual,88071
Brucearu,Free to Play,88053
MateoPhoenix,Indie,88016
76561198047700643,Strategy,87875
76561197981425218,Indie,87858
76561198001743414,Adventure,87785
Blackbirdm3,Indie,87761
76561198017614917,Massively Multiplayer,87544
76561197961118969,RPG,87520
ohyeahpunk,Free to Play,87437
supersonic380,Adventure,87411
FvckkMyOppz,Action,87401
76561197993725260,Strategy,87380
farquadspenis,Simulation,87378
reidsmoe,Simulation,87309
RIPFreddieMercury,RPG,87271
yaegerthearcticwolf,Free to Play,87154
76561198013149300,Simulation,87002
76561198001743414,Strategy,86956
personsunknown,RPG,86908
Thundawich,Adventure,86884
biendeo,Casual,86867
iamthetrashlord,Action,86859
76561198026468073,Strategy,86853
auzmoz,Massively Multiplayer,86805
76561198042879129,Adventure,86620
Portals,Indie,86499
76561198060797110,Strategy,86429
Anti_Sphere,Indie,86365
sexysob,RPG,86315
Knight-Silver,Massively Multiplayer,86308
pieman98,Simulation,86203
76561198039601082,Simulation,86201
DieMadchenschanderin,Simulation,86188
keiran1,RPG,86144
dmorrell,Indie,86131
76561198037396227,Strategy,85992
samemint,Casual,85949
76561198063667684,Indie,85942
76561198094074209,Massively Multiplayer,85931
customisedforsure,Indie,85856
76561198010653835,Strategy,85828
PROGAMER963,RPG,85817
Hati_Hati_Hati_Hati_Hati_Hati,Massively Multiplayer,85816
BatRambo,Strategy,85806
76561198002171489,Massively Multiplayer,85748
76561197983944271,RPG,85724
mmunchies,Adventure,85720
76561198011333937,RPG,85693
rinco69,Action,85689
DontCareForURL,Free to Play,85682
76561198043305211,RPG,85582
absolutezero,Adventure,85546
KosmicReeds,RPG,85529
76561198052118118,Strategy,85478
76561198041284313,RPG,85468
death-hunter,Action,85468
76561198142474106,Action,85462
76561198008119091,Adventure,85410
fatppl,Indie,85397
76561198070403442,Adventure,85371
KillerKanMX,Adventure,85299
travisty98,RPG,85253
jalpineapple,Free to Play,85233
dmorrell,RPG,85222
TheLandOfTheCalTheSpy,RPG,85176
76561198041562431,RPG,85149
76561197961118969,Massively Multiplayer,85058
76561198052938668,Adventure,85045
76561198081666970,RPG,84936
Bu113ts,Action,84936
jlulveior,Action,84888
astrasimon,Simulation,84885
wyvaud,Strategy,84878
76561198052118118,RPG,84856
76561197998960814,Action,84833
UnethicalPanda,Adventure,84791
Beddington,RPG,84787
hitlersokiguess,Massively Multiplayer,84778
76561198094074209,Simulation,84751
poshi,Indie,84744
76561197985247422,RPG,84738
129874182,RPG,84724
76561198006680001,Simulation,84656
26292919,Indie,84593
liambull,Indie,84572
76561198073607481,Adventure,84502
Global,RPG,84496
76561198047515471,Action,84495
Bluegills,Simulation,84489
lurchibald,Strategy,84444
76561198007390829,Action,84405
76561198064484479,Massively Multiplayer,84394
76561198022148624,Simulation,84371
76561198027517536,RPG,84340
Sacru,Action,84328
13971397,RPG,84309
76561198008119091,RPG,84261
76561198046776854,Action,84246
nateprofile,Simulation,84230
spiderpig11223,Indie,84215
sythilian,Massively Multiplayer,84187
spiderpig11223,RPG,84151
dracintosh,Massively Multiplayer,84143
76561198024071345,Indie,83879
76561198035606542,Indie,83805
76561197970688011,RPG,83797
76561198047700643,Simulation,83733
76561198034465295,Adventure,83724
bhajina,Adventure,83723
76561198011212454,Action,83621
76561198045507259,RPG,83599
Lickidactyl,Adventure,83535
LolWhyYouReadThis,Indie,83478
personsunknown,Simulation,83470
76561197969956494,Massively Multiplayer,83391
76561197969956494,Free to Play,83391
RegularSmokeyJoe,Simulation,83372
sythilian,Indie,83336
loadaimandsnipe,Adventure,83317
azza213,Adventure,83167
76561198022404680,Indie,83060
76561198056741844,Strategy,83021
76561198075471492,Free to Play,83018
subway103,Adventure,83014
ShadowGapan,Indie,82994
76561197973395845,Indie,82795
VRBones,Simulation,82735
keane_ck,Simulation,82696
76561197972391677,Indie,82693
76561198079890309,Strategy,82619
piepai,Casual,82589
markforex,RPG,82499
skaeren2190,Indie,82437
76561197993788710,Indie,82319
auzmoz,RPG,82263
MagiKFred,Indie,82241
Garsnaffle,Action,82229
Strider95,Massively Multiplayer,82156
76561198047700643,Indie,82015
76561198094074209,RPG,81936
PabloEso,Strategy,81917
76561198040844729,Indie,81912
76561198066306064,RPG,81786
76561197961118969,Simulation,81779
awpsum,Massively Multiplayer,81769
13971397,Indie,81743
DrSparkle,Free to Play,81730
76561198027367190,Indie,81690
johnvu3,Free to Play,81662
squeegymackoy,Strategy,81627
76561198061021230,RPG,81336
76561197984814608,Adventure,81313
76561198061097219,RPG,81312
76561198037396227,Free to Play,81302
TheRevenant,Action,81255
76561198041562431,Simulation,81228
76561198081009511,Strategy,81219
mayaismywife,Adventure,81188
mayaismywife,RPG,81181
Terminally-Chill,RPG,81171
benjamingarrison,Simulation,81168
76561198035606542,RPG,81144
76561198035146378,Strategy,81122
Kootrasman,Free to Play,81120
76561198024006038,Free to Play,81071
kodell,RPG,81063
xfactor7115,Strategy,80993
76561198070087725,Simulation,80954
76561198041284313,Action,80923
3021Daniel,RPG,80888
imprisonmike,Strategy,80754
76561198078138335,RPG,80723
bosslucek,Action,80656
76561198023904825,RPG,80599
76561198043781933,Simulation,80594
Quarity,Indie,80499
Jellofacey,Adventure,80476
WaifuActivist,Free to Play,80452
baroshi,Free to Play,80419
mayaismywife,Indie,80419
detailmovie,Massively Multiplayer,80410
76561198048230501,RPG,80360
76561198056354988,Strategy,80342
76561198060046037,Massively Multiplayer,80301
darkmassieh,Strategy,80201
azza213,Massively Multiplayer,80153
76561197985247422,Strategy,80142
76561198003447788,Indie,80136
76561197985247422,Adventure,80086
76561198084123358,Simulation,80070
nipplelicker4000,Simulation,80038
76561198021622091,Simulation,79979
76561198021391861,Massively Multiplayer,79938
76561198060046037,RPG,79906
76561198018818030,Strategy,79818
76561198004901938,Early Access,79759
00True,Indie,79700
Q-Dance,Casual,79661
TrippedSociety,Simulation,79652
76561198027406146,Indie,79642
76561198016685643,Indie,79630
cyberjepp,RPG,79627
76561198052938668,Indie,79598
byoso,Strategy,79517
76561198061097219,Simulation,79459
76561198063667684,Strategy,79389
76561197972391677,Simulation,79363
0071945,Indie,79359
DeliciousPuddin,Action,79359
mmunchies,Indie,79324
modtech,Indie,79324
py6Spider,Simulation,79264
Kaj3n,Simulation,79245
mmunchies,RPG,79234
Apollopepsi,Adventure,79211
76561198057988265,RPG,79156
76561198049953557,Strategy,79145
76561198092185400,Indie,79062
SeedyDog,Indie,79018
LV223,Indie,78990
Velocity_,Strategy,78970
76561197981571612,Indie,78934
76561197971366625,Simulation,78926
Trooper6192,RPG,78880
TheGamingHeadcrab,Action,78872
76561198025883153,RPG,78831
76561198028410541,Adventure,78809
LtKYS,Indie,78807
Rhyzak,Strategy,78806
Kebabsaregood,Strategy,78798
donutmaster123,Strategy,78777
76561198013149300,RPG,78713
Gilsham,Strategy,78706
jalpineapple,Indie,78578
TheMightyZingy,Indie,78571
76561198050680344,RPG,78569
mmaxim,Adventure,78542
5400540054005400,Strategy,78517
volka,Free to Play,78502
76561198006186415,Action,78501
76561197994851773,Simulation,78388
TheTriggured,RPG,78388
76561198079896887,RPG,78382
76561198027406146,Early Access,78227
76561198002513165,RPG,78206
76561198013149300,Strategy,78113
76561197985247422,Indie,78050
bosslucek,RPG,78043
the_abomination,Simulation,78010
76561198045540232,Indie,77996
76561198055179537,Massively Multiplayer,77822
L4M1NAS,Early Access,77786
shadzsexe,Strategy,77778
thraadash,Free to Play,77765
PPanther,RPG,77711
bigodo,Indie,77623
FiggidyJiggidy,RPG,77607
azza213,Free to Play,77429
Sicero,Massively Multiplayer,77420
76561197990819502,RPG,77360
