,item_id,year_posted,recommend,review_sent
15050,35140,2013,1,2
15051,241720,2013,1,2
15052,47790,2013,1,2
15053,4000,2013,1,2
15054,241560,2014,1,2
15055,252950,2016,1,1
15056,200210,2014,1,1
15057,730,2014,1,1
15058,263500,2014,1,1
15059,271290,2014,1,1
15060,386360,2015,1,2
15061,226320,2014,1,1
15062,252490,2014,1,0
15063,550,2013,1,1
15064,265210,2013,1,2
15065,70000,2013,1,1
15066,252950,2015,1,0
15067,252490,2016,0,1
15068,440,2013,1,1
15069,33440,2014,1,2
15070,274190,2016,1,2
15071,224260,2016,1,2
15072,265930,2016,1,2
15073,219640,2016,1,2
15074,730,2016,1,2
15075,4000,2016,1,2
15076,304930,2016,1,2
15077,337320,2016,1,2
15078,346110,2016,1,2
15079,249050,2013,1,2
15080,730,2013,0,1
15081,248820,2013,1,2
15082,238960,2013,1,2
15083,6420,2013,1,2
15084,200510,2013,1,2
15085,220200,2013,1,2
15086,8800,2013,1,2
15087,219740,2013,1,1
15088,261640,2014,1,2
15089,250320,2013,1,2
15090,381120,2015,1,2
15091,303210,2015,1,0
15092,283680,2014,1,2
15093,310370,2015,0,2
15094,251870,2016,1,2
15095,17460,2014,1,1
15096,72850,2011,1,0
15097,8870,2014,1,0
15098,570,2012,1,2
15099,63380,2014,0,0
15100,367120,2015,1,2
15101,70400,2013,1,1
15102,220240,2013,1,1
15103,208480,2013,1,2
15104,280600,2015,1,2
15105,47890,2014,0,0
15106,208650,2016,0,0
15107,346110,2015,0,0
15108,570,2014,1,1
15109,242720,2014,1,1
15110,440,2014,1,2
15111,200230,2014,1,2
15112,263280,2014,1,2
15113,730,2016,1,2
15114,243870,2014,1,1
15115,8870,2014,1,1
15116,55230,2013,1,1
15117,49520,2013,1,2
15118,50650,2013,1,1
15119,50130,2013,1,2
15120,440,2015,1,2
15121,730,2014,1,2
15122,440,2013,1,2
15123,265550,2014,1,2
15124,6880,2015,1,2
15125,444640,2016,1,2
15126,304050,2016,1,2
15127,243870,2015,1,2
15128,730,2015,1,2
15129,252490,2015,1,2
15130,8930,2016,1,1
15131,72850,2016,1,2
15132,730,2014,1,2
15133,620,2015,1,1
15134,323140,2015,1,2
15135,22380,2014,1,2
15136,238210,2014,1,0
15137,275490,2014,0,1
15138,204360,2014,1,0
15139,113200,2014,1,0
15140,259080,2014,1,1
15141,207610,2014,1,1
15142,211420,2013,1,2
15143,221640,2013,1,2
15144,440,2014,1,0
15145,49520,2015,1,2
15146,730,2013,1,0
15147,230410,2014,1,1
15148,550,2014,1,2
15149,303390,2016,1,2
15150,207140,2015,1,2
15151,323470,2015,1,1
15152,319630,2015,1,1
15153,218680,2016,1,2
15154,218680,2016,1,2
15155,236430,2014,1,2
15156,252490,2014,1,2
15157,287700,2015,1,1
15158,48700,2013,1,2
15159,385730,2016,1,2
15160,218620,2015,1,0
15161,64000,2016,1,2
15162,730,2016,1,2
15163,345610,2016,1,2
15164,1250,2014,1,1
15165,570,2016,1,2
15166,440,2014,1,1
15167,222900,2014,1,1
15168,570,2014,0,1
15169,316010,2015,0,0
15170,4000,2014,1,1
15171,221100,2014,1,2
15172,4000,2013,1,2
15173,257400,2016,1,2
15174,236870,2016,1,2
15175,730,2016,1,2
15176,4000,2014,1,2
15177,391540,2015,1,2
15178,4000,2015,1,2
15179,105600,2012,1,2
15180,218620,2016,1,2
15181,221100,2014,1,2
15182,91310,2014,1,2
15183,72850,2014,1,2
15184,202090,2014,1,2
15185,224260,2014,1,2
15186,730,2016,1,2
15187,204100,2014,1,2
15188,200260,2013,1,2
15189,234140,2015,1,0
15190,243870,2014,1,2
15191,49520,2014,1,1
15192,260230,2014,1,2
15193,8190,2015,1,0
15194,730,2016,1,2
15195,72850,2014,1,2
15196,209000,2014,1,2
15197,49520,2014,1,2
15198,461880,2016,0,2
15199,440,2016,1,2
15200,72850,2014,1,0
15201,570,2014,0,1
15202,47890,2014,1,0
15203,440,2014,1,0
15204,219890,2014,0,1
15205,252950,2016,1,1
15206,730,2016,1,2
15207,209650,2014,1,2
15208,346110,2015,1,1
15209,346010,2015,1,2
15210,221100,2014,0,0
15211,72850,2016,1,0
15212,230410,2016,1,0
15213,330830,2016,1,2
15214,241540,2015,1,2
15215,730,2014,1,1
15216,730,2016,1,1
15217,304930,2014,1,2
15218,620,2015,1,2
15219,275850,2016,1,0
15220,49520,2016,1,2
15221,218620,2014,1,2
15222,295710,2015,0,1
15223,440,2016,1,1
15224,218620,2014,1,2
15225,295710,2015,0,1
15226,440,2016,1,1
15227,272080,2015,0,2
15228,72850,2012,1,2
15229,291480,2015,1,2
15230,51100,2015,0,0
15231,204360,2014,1,2
15232,1840,2014,1,1
15233,258180,2014,0,2
15234,397040,2015,0,2
15235,241600,2013,1,2
15236,346110,2015,0,0
15237,225540,2015,1,2
15238,252950,2015,1,0
15239,363970,2015,1,1
15240,730,2015,1,1
15241,316010,2016,1,2
15242,403570,2015,0,2
15243,200710,2012,1,0
15244,304930,2014,1,2
15245,248820,2014,1,2
15246,246700,2014,1,0
15247,104900,2014,0,0
15248,208090,2014,0,0
15249,47810,2013,1,2
15250,4920,2013,1,1
15251,223830,2014,1,2
15252,268750,2014,1,2
15253,289650,2014,1,2
15254,202970,2014,1,2
15255,209650,2015,1,1
15256,221100,2013,1,1
15257,218620,2015,0,2
15258,570,2014,1,0
15259,250900,2015,1,2
15260,273350,2014,1,2
15261,730,2014,1,2
15262,730,2014,1,1
15263,278460,2015,0,0
15264,297020,2015,1,2
15265,236450,2014,1,0
15266,234190,2014,1,0
15267,218620,2016,0,2
15268,359320,2016,1,2
15269,354380,2016,1,2
15270,391540,2016,1,2
15271,6060,2014,1,2
15272,273110,2015,1,1
15273,440,2015,1,1
15274,4000,2015,1,1
15275,246420,2014,1,2
15276,383080,2015,1,2
15277,4000,2013,1,2
15278,414080,2016,1,2
15279,304050,2015,1,2
15280,17080,2014,1,1
15281,550,2013,1,0
15282,233450,2014,1,2
15283,20920,2014,1,2
15284,227940,2014,1,2
15285,49520,2016,1,2
15286,233450,2014,1,2
15287,20920,2014,1,2
15288,227940,2014,1,2
15289,49520,2016,1,2
15290,246900,2015,1,2
15291,406150,2016,1,2
15292,219150,2014,1,0
15293,440,2013,1,2
15294,211420,2014,1,2
15295,232090,2015,1,2
15296,265630,2014,1,2
15297,218620,2014,0,0
15298,333600,2016,1,2
15299,227300,2013,1,2
15300,409710,2016,1,0
15301,409160,2016,1,2
15302,353360,2015,1,0
15303,221910,2013,1,2
15304,261180,2015,1,2
15305,269350,2015,0,2
15306,376660,2015,1,2
15307,203770,2015,0,0
15308,212680,2015,1,2
15309,105600,2015,1,1
15310,223710,2016,1,0
15311,218620,2016,1,2
15312,47780,2015,1,0
15313,4000,2015,1,1
15314,262410,2014,1,2
15315,250400,2015,1,1
15316,417860,2015,1,1
15317,94000,2014,1,0
15318,240,2014,1,2
15319,339290,2015,0,0
15320,241930,2015,0,2
15321,255710,2015,1,2
15322,65980,2014,1,0
15323,239820,2013,1,2
15324,220200,2013,1,2
15325,260230,2014,1,2
15326,22380,2014,1,2
15327,440,2014,1,1
15328,34900,2014,1,2
15329,209160,2013,1,2
15330,10090,2016,1,1
15331,233720,2013,1,2
15332,10180,2014,1,2
15333,730,2014,1,2
15334,570,2013,1,1
15335,440,2011,1,2
15336,250900,2015,1,1
15337,730,2015,1,1
15338,104900,2015,0,1
15339,330830,2016,1,2
15340,440,2014,1,1
15341,377160,2016,0,1
15342,50300,2016,1,0
15343,72750,2016,1,2
15344,72730,2014,0,2
15345,47890,2015,1,0
15346,227300,2015,1,0
15347,314160,2014,1,1
15348,218620,2014,0,2
15349,17570,2014,1,2
15350,346900,2015,1,2
15351,220200,2015,1,2
15352,730,2016,1,2
15353,237930,2015,1,2
15354,250260,2015,1,2
15355,209160,2013,1,0
15356,202970,2014,1,2
15357,32370,2016,1,1
15358,218620,2014,1,2
15359,570,2016,1,0
15360,221100,2014,1,2
15361,388520,2015,1,0
15362,207610,2012,1,0
15363,427190,2016,1,2
15364,351900,2015,1,2
15365,34030,2014,1,2
15366,40100,2011,1,2
15367,266840,2014,1,1
15368,42680,2014,0,0
15369,220240,2014,1,2
15370,322330,2015,1,2
15371,242880,2015,1,2
15372,104900,2015,1,2
15373,244850,2015,1,1
15374,218230,2014,1,2
15375,252490,2013,1,1
15376,218620,2014,1,2
15377,730,2015,1,0
15378,383980,2015,1,2
15379,72850,2015,1,1
15380,242880,2014,1,1
15381,207170,2013,1,0
15382,221640,2014,1,0
15383,204630,2014,1,2
15384,218230,2015,1,2
15385,8930,2014,1,2
15386,211820,2014,1,2
15387,224760,2013,1,2
15388,250900,2014,1,1
15389,319630,2015,1,2
15390,4000,2014,1,2
15391,231430,2015,0,0
15392,265630,2014,1,2
15393,91310,2014,1,0
15394,34900,2014,0,0
15395,104900,2014,1,0
15396,70,2014,1,2
15397,22380,2014,1,2
15398,12120,2012,1,2
15399,34900,2015,1,2
15400,730,2014,1,1
15401,246420,2014,1,2
15402,40800,2014,1,1
15403,271590,2015,1,2
15404,310950,2016,0,1
15405,271900,2014,1,2
15406,265890,2014,1,2
15407,230410,2014,1,2
15408,218620,2014,1,2
15409,230410,2014,1,2
15410,218620,2014,1,2
15411,99900,2014,1,2
15412,252490,2016,1,1
15413,348860,2016,1,2
15414,449800,2016,1,0
15415,730,2015,1,2
15416,218230,2015,1,2
15417,221100,2014,1,2
15418,550,2015,1,1
15419,204360,2014,1,2
15420,570,2015,0,1
15421,4000,2015,1,1
15422,209870,2015,1,1
15423,250400,2015,1,1
15424,219150,2015,1,1
15425,237110,2015,1,1
15426,24240,2015,1,1
15427,12210,2014,1,2
15428,407600,2015,1,2
15429,521990,2016,1,2
15430,440,2015,1,2
15431,322330,2016,1,2
15432,7670,2015,1,2
15433,333930,2015,1,2
15434,365660,2015,1,2
15435,496920,2016,1,2
15436,344760,2016,1,0
15437,391540,2015,1,2
15438,367450,2016,1,2
15439,405170,2015,1,2
15440,252950,2015,1,2
15441,255710,2015,1,2
15442,251570,2014,1,2
15443,301910,2015,1,2
15444,250340,2014,1,1
15445,250320,2014,1,1
15446,208090,2014,1,0
15447,228380,2015,0,0
15448,206480,2016,0,0
15449,241930,2014,1,1
15450,440,2013,1,0
15451,440,2016,1,1
15452,72850,2015,1,1
15453,273110,2015,0,0
15454,570,2015,1,2
15455,440,2014,1,2
15456,273110,2015,0,0
15457,570,2015,1,2
15458,440,2014,1,2
15459,570,2014,1,1
15460,375960,2016,1,2
15461,456610,2016,1,2
15462,72850,2015,1,2
15463,570,2013,1,1
15464,8930,2013,1,1
15465,220,2016,1,2
15466,242760,2016,1,0
15467,50620,2014,1,2
15468,265930,2014,1,1
15469,218680,2013,1,2
15470,49520,2013,1,2
15471,8870,2013,1,2
15472,31280,2012,1,2
15473,17460,2012,1,2
15474,7670,2012,1,2
15475,91310,2011,1,2
15476,4000,2012,1,2
15477,222880,2015,1,2
15478,24240,2014,1,2
15479,730,2014,1,0
15480,271290,2014,1,2
15481,377160,2016,1,2
15482,283660,2014,0,0
15483,730,2014,1,2
15484,363970,2015,1,1
15485,204300,2015,1,2
15486,310560,2015,1,0
15487,440,2015,1,2
15488,221910,2015,1,2
15489,202170,2015,1,2
15490,215530,2013,1,0
15491,105430,2012,1,0
15492,38830,2011,1,0
15493,8870,2015,1,2
15494,203160,2015,1,2
15495,333930,2015,0,2
15496,208480,2016,0,0
15497,19680,2016,0,0
15498,236390,2016,1,0
15499,570,2014,1,2
15500,434110,2016,1,1
15501,285900,2016,0,2
15502,218230,2014,1,2
15503,4000,2014,1,2
15504,211820,2015,1,2
15505,49520,2015,1,2
15506,427520,2016,1,2
15507,42910,2014,1,1
15508,218620,2013,1,2
15509,322170,2016,1,2
15510,730,2016,1,2
15511,224260,2014,1,1
15512,377160,2016,0,0
15513,359550,2016,1,1
15514,346110,2016,1,0
15515,234190,2016,1,1
15516,211820,2016,1,0
15517,301520,2015,1,0
15518,304930,2015,1,2
15519,209870,2014,1,2
15520,261640,2014,1,2
15521,1250,2014,1,2
15522,570,2014,1,1
15523,730,2015,1,2
15524,620,2014,1,2
15525,274190,2014,1,2
15526,404011,2016,0,1
15527,4000,2016,1,1
15528,730,2016,1,1
15529,550,2016,1,1
15530,209000,2016,1,1
15531,55230,2016,1,1
15532,206420,2016,1,1
15533,218620,2016,1,1
15534,275850,2016,0,0
15535,330390,2015,1,2
15536,274310,2014,1,2
15537,319630,2015,1,0
15538,252490,2015,0,2
15539,570,2014,1,2
15540,67370,2014,1,2
15541,265210,2013,1,1
15542,570,2014,1,1
15543,319630,2015,1,2
15544,250900,2014,1,0
15545,221100,2014,1,1
15546,4000,2014,1,1
15547,214490,2014,1,1
15548,412880,2016,1,2
15549,271590,2015,1,2
15550,237930,2015,1,2
15551,247660,2015,1,2
15552,24200,2015,0,1
15553,333980,2015,1,2
15554,253980,2015,0,0
15555,301910,2015,0,2
15556,319630,2015,1,2
15557,313120,2015,0,0
15558,209370,2014,1,2
15559,203810,2012,1,2
15560,50130,2011,1,2
15561,319050,2015,1,2
15562,301520,2014,0,0
15563,252950,2016,1,2
15564,219150,2014,1,2
15565,205100,2014,0,1
15566,72850,2014,1,0
15567,319510,2014,1,0
15568,282440,2016,1,0
15569,248710,2013,0,0
15570,43160,2013,1,2
15571,224820,2013,1,0
15572,219740,2012,1,2
15573,3370,2015,1,2
15574,236430,2014,1,1
15575,570,2013,1,1
15576,261030,2014,0,0
15577,236370,2015,1,1
15578,271944,2014,1,1
15579,570,2013,1,1
15580,105600,2013,1,2
15581,440,2015,1,2
15582,440,2013,1,2
15583,230410,2013,1,2
15584,200260,2014,1,2
15585,49520,2013,1,2
15586,730,2016,1,0
15587,252950,2015,1,1
15588,730,2014,1,1
15589,289760,2015,1,2
15590,230410,2013,1,2
15591,440,2012,0,0
15592,51100,2013,0,0
15593,107100,2013,1,2
15594,231160,2013,1,1
15595,224760,2013,1,2
15596,219890,2013,1,2
15597,218620,2015,0,0
15598,440,2015,1,0
15599,274190,2016,1,2
15600,319510,2015,1,2
15601,274190,2016,1,2
15602,301910,2015,0,0
15603,10180,2013,1,0
15604,105600,2013,1,2
15605,4000,2011,1,2
15606,252950,2016,1,2
15607,65980,2015,0,2
15608,301640,2016,1,2
15609,4000,2013,1,2
15610,224540,2014,0,2
15611,10180,2016,0,0
15612,8930,2014,1,2
15613,1250,2013,1,0
15614,222880,2015,1,0
15615,200050,2014,1,0
15616,50300,2012,1,2
15617,1520,2012,1,2
15618,33930,2012,1,2
15619,105600,2014,1,1
15620,236450,2014,1,1
15621,620,2013,1,2
15622,265930,2014,1,2
15623,22100,2012,1,0
15624,55040,2011,1,0
15625,252490,2016,0,1
15626,218620,2015,0,2
15627,248610,2014,1,2
15628,440,2014,1,2
15629,20900,2014,1,2
15630,570,2013,0,2
15631,20920,2014,1,0
15632,72850,2012,1,2
15633,113200,2013,0,0
15634,225080,2014,1,2
15635,211820,2013,1,2
15636,4920,2013,1,2
15637,207610,2013,1,2
15638,105600,2012,1,2
15639,435870,2016,1,1
15640,49520,2016,1,2
15641,220200,2015,1,1
15642,264710,2015,1,2
15643,730,2014,0,0
15644,219640,2013,0,2
15645,17740,2015,1,2
15646,48240,2015,0,0
15647,337320,2015,1,2
15648,383790,2016,1,2
15649,285900,2016,1,2
15650,207080,2013,0,1
15651,203160,2014,1,2
15652,417860,2016,1,0
15653,440,2014,1,0
15654,34330,2015,1,2
15655,214950,2015,1,2
15656,6060,2014,1,0
15657,293180,2015,1,0
15658,265930,2014,1,1
15659,108710,2014,1,2
15660,311210,2016,0,0
15661,209160,2014,0,0
15662,730,2015,1,2
15663,4000,2016,0,2
15664,218620,2013,1,2
15665,730,2015,1,1
15666,252950,2015,1,0
15667,440,2014,1,0
15668,304930,2015,1,0
15669,359870,2016,1,1
15670,200510,2014,1,2
15671,239350,2014,1,2
15672,113200,2013,1,0
15673,234670,2016,0,0
15674,570,2015,1,2
15675,261570,2016,1,2
15676,230410,2016,1,2
15677,209650,2016,0,0
15678,8190,2015,1,2
15679,72850,2015,1,2
15680,72850,2013,1,2
15681,43110,2012,1,2
15682,4500,2012,1,2
15683,32800,2012,1,2
15684,218620,2014,1,1
15685,461680,2016,1,1
15686,620,2015,1,0
15687,570,2015,1,2
15688,70,2014,1,1
15689,55230,2014,1,1
15690,50300,2014,1,2
15691,244810,2014,1,1
15692,24240,2012,1,1
15693,1250,2010,1,1
15694,236430,2014,1,2
15695,440,2011,1,1
15696,337000,2016,1,0
15697,377160,2015,1,2
15698,19900,2014,0,2
15699,1250,2013,1,1
15700,252490,2013,1,2
15701,377160,2016,1,2
15702,413150,2016,1,0
15703,238320,2014,1,0
15704,204300,2014,1,1
15705,244850,2014,1,2
15706,105600,2014,0,0
15707,401650,2016,0,0
15708,261640,2014,1,2
15709,730,2015,1,0
15710,202170,2016,1,2
15711,437220,2016,1,2
15712,22380,2014,1,2
15713,239820,2013,1,2
15714,440,2013,1,2
15715,244850,2014,0,0
15716,730,2014,1,2
15717,8930,2013,1,2
15718,440,2012,1,1
15719,226700,2014,1,1
15720,244850,2014,1,2
15721,105600,2014,1,2
15722,221100,2014,1,2
15723,232090,2015,1,2
15724,407060,2016,1,2
15725,400250,2016,1,2
15726,49520,2015,1,2
15727,304930,2015,1,1
15728,275850,2016,1,2
15729,208090,2014,1,0
15730,4000,2015,1,1
15731,206420,2015,1,2
15732,221100,2014,1,2
15733,209160,2014,1,1
15734,15700,2014,1,2
15735,437220,2016,1,2
15736,333930,2015,1,2
15737,265630,2014,1,0
15738,440,2014,1,1
15739,57300,2014,1,2
15740,299360,2015,0,2
15741,730,2014,1,0
15742,413150,2016,1,1
15743,113200,2013,1,2
15744,240380,2013,1,2
15745,39140,2013,1,2
15746,258590,2014,1,2
15747,550,2014,1,1
15748,4000,2013,1,1
15749,363970,2016,1,2
15750,427730,2016,1,2
15751,227680,2015,0,0
15752,304050,2015,1,2
15753,220,2014,1,2
15754,43110,2014,1,0
15755,440,2014,1,2
15756,550,2014,1,2
15757,275100,2016,0,2
15758,265210,2014,1,1
15759,301640,2015,0,0
15760,4000,2013,1,0
15761,4000,2013,1,2
15762,730,2015,1,2
15763,236090,2013,1,2
15764,212480,2013,1,2
15765,207750,2012,1,1
15766,12900,2011,1,2
15767,271590,2015,0,2
15768,361290,2016,0,1
15769,252530,2015,0,2
15770,261530,2014,1,2
15771,252490,2014,1,2
15772,274900,2015,1,2
15773,286100,2014,1,2
15774,265930,2014,1,1
15775,293760,2015,1,2
15776,346900,2015,1,1
15777,234530,2014,0,2
15778,72850,2014,1,2
15779,11590,2016,1,2
15780,6100,2013,0,0
15781,202170,2014,0,2
15782,330830,2016,1,2
15783,324610,2016,0,0
15784,239030,2015,1,0
15785,251870,2015,1,2
15786,291480,2014,0,2
15787,8930,2013,1,2
15788,222880,2014,1,2
15789,220200,2014,1,2
15790,42680,2014,1,2
15791,247080,2016,1,2
15792,440,2014,1,2
15793,391540,2015,1,0
15794,105600,2014,1,2
15795,203770,2015,1,2
15796,212680,2015,1,2
15797,304930,2015,1,0
15798,244850,2014,1,2
15799,379720,2016,1,1
15800,51100,2015,0,2
15801,219640,2014,0,2
15802,444090,2016,1,2
15803,730,2015,1,2
15804,113400,2015,1,2
15805,34900,2014,1,0
15806,40800,2014,1,1
15807,620,2014,1,1
15808,269030,2016,1,1
15809,249550,2015,1,0
15810,440,2016,0,1
15811,301520,2014,1,2
15812,620,2013,1,2
15813,251570,2014,0,1
15814,8870,2014,1,2
15815,365670,2016,1,0
15816,1840,2016,1,2
15817,224260,2016,1,1
15818,207610,2016,1,2
15819,304930,2016,1,2
15820,206210,2016,1,2
15821,214850,2016,1,2
15822,262410,2016,1,2
15823,105600,2016,1,2
15824,2300,2015,1,2
15825,242760,2014,1,0
15826,17020,2015,1,2
15827,50300,2014,1,0
15828,440,2011,1,2
15829,270370,2014,1,0
15830,351090,2016,1,1
15831,207610,2013,1,2
15832,221640,2013,1,2
15833,213670,2014,1,2
15834,730,2015,1,0
15835,326160,2015,1,2
15836,217100,2013,1,0
15837,258520,2014,1,2
15838,250620,2014,1,2
15839,297350,2014,1,2
15840,72850,2013,1,2
15841,440,2012,1,1
15842,245550,2014,1,2
15843,20920,2014,1,2
15844,218230,2012,1,2
15845,252950,2015,1,2
15846,265930,2014,1,2
15847,331470,2014,1,2
15848,410320,2016,1,2
15849,313740,2014,1,2
15850,319090,2016,0,2
15851,233610,2015,1,2
15852,208090,2014,1,2
15853,395200,2016,0,0
15854,384360,2015,1,2
15855,250900,2014,1,2
15856,55140,2014,1,2
15857,270450,2014,1,2
15858,730,2013,1,2
15859,304930,2014,1,2
15860,304050,2016,1,2
15861,313690,2015,0,0
15862,48700,2015,1,2
15863,323320,2016,1,0
15864,34870,2014,1,2
15865,252490,2014,1,2
15866,265630,2014,1,2
15867,22320,2014,1,2
15868,220,2016,0,2
15869,1840,2013,1,2
15870,620,2011,1,2
15871,440,2014,1,2
15872,207140,2015,1,2
15873,306830,2014,0,2
15874,730,2014,1,2
15875,252490,2014,1,1
15876,440,2015,1,2
15877,281990,2016,1,2
15878,337000,2016,1,2
15879,444560,2016,1,2
15880,214950,2016,1,2
15881,225540,2015,1,2
15882,292030,2015,1,2
15883,271590,2015,1,2
15884,730,2014,1,2
15885,4000,2015,1,2
15886,48220,2015,0,2
15887,10180,2014,1,1
15888,440,2014,1,1
15889,301520,2016,1,2
15890,304930,2016,0,1
15891,104900,2016,1,1
15892,203140,2016,1,2
15893,230410,2015,1,1
15894,730,2015,1,1
15895,730,2015,1,2
15896,227320,2014,1,2
15897,105600,2014,1,1
15898,219150,2015,1,2
15899,385770,2015,1,2
15900,323370,2015,1,2
15901,323370,2015,1,2
15902,409160,2016,1,2
15903,290770,2016,1,2
15904,48700,2014,1,0
15905,730,2014,1,0
15906,72850,2015,1,1
15907,238960,2014,1,2
15908,280,2015,1,2
15909,261570,2015,1,1
15910,550,2014,1,1
15911,248310,2014,1,2
15912,268750,2014,1,2
15913,259080,2013,1,1
15914,237930,2014,1,0
15915,236090,2014,1,2
15916,225260,2014,1,2
15917,29180,2014,1,1
15918,72850,2016,1,2
15919,252950,2016,1,2
15920,219740,2013,1,2
15921,218230,2013,1,1
15922,234330,2014,0,2
15923,12900,2015,1,1
15924,4000,2014,1,2
15925,730,2013,1,2
15926,440,2013,1,2
15927,239140,2015,1,2
15928,496920,2016,1,1
15929,374320,2016,1,1
15930,238430,2015,0,0
15931,437900,2016,1,2
15932,287700,2015,1,1
15933,570,2015,1,1
15934,230410,2014,1,2
15935,252490,2014,1,1
15936,48700,2011,1,2
15937,252950,2015,1,1
15938,346900,2015,1,2
15939,385770,2015,1,2
15940,363970,2015,1,2
15941,259080,2013,1,2
15942,391540,2015,1,2
15943,570,2013,1,2
15944,235340,2013,0,1
15945,47410,2015,1,2
15946,245170,2014,1,1
15947,247730,2016,1,2
15948,437220,2016,1,0
15949,379720,2016,1,1
15950,381210,2016,1,1
15951,730,2014,0,2
15952,202170,2013,1,2
15953,287700,2015,1,1
15954,440,2011,1,1
15955,72850,2012,1,1
15956,248310,2015,0,2
15957,200710,2013,1,2
15958,410670,2016,1,2
15959,304930,2014,1,2
15960,232090,2015,0,0
15961,201810,2015,0,0
15962,274940,2015,1,2
15963,214490,2014,1,2
15964,260230,2014,1,2
15965,252490,2016,0,2
15966,263280,2014,1,0
15967,320,2013,1,2
15968,730,2015,1,2
15969,245550,2014,1,2
15970,275850,2016,1,2
15971,265630,2014,1,2
15972,570,2014,1,1
15973,257730,2014,1,2
15974,218620,2014,1,2
15975,218620,2014,1,1
15976,236450,2015,1,2
15977,40800,2015,1,2
15978,250180,2015,1,2
15979,241600,2015,1,2
15980,383870,2016,1,2
15981,730,2015,1,2
15982,206420,2014,1,1
15983,4000,2014,1,0
15984,49520,2016,1,0
15985,322330,2016,1,0
15986,391540,2015,1,2
15987,275850,2016,0,2
15988,218230,2014,1,2
15989,252950,2015,1,2
15990,219150,2015,1,0
15991,550,2015,1,2
15992,218620,2014,1,0
15993,6860,2015,1,2
15994,730,2015,1,2
15995,248170,2015,1,0
15996,262490,2015,1,2
15997,297141,2015,0,1
15998,440,2012,1,0
15999,200710,2013,1,1
16000,550,2013,1,2
16001,286570,2015,0,0
16002,267600,2014,0,0
16003,219740,2014,1,1
16004,8190,2013,1,2
16005,407840,2016,0,0
16006,367580,2016,1,1
16007,304930,2016,0,0
16008,303390,2016,1,0
16009,94400,2015,0,2
16010,243470,2014,1,2
16011,227940,2014,1,2
16012,72850,2014,1,2
16013,244850,2014,1,2
16014,252490,2013,1,2
16015,49520,2013,1,2
16016,730,2014,1,2
16017,218620,2015,1,2
16018,369200,2016,0,0
16019,109600,2015,0,2
16020,261820,2014,0,2
16021,39120,2014,0,2
16022,6060,2015,0,0
16023,233450,2016,1,2
16024,322330,2016,1,0
16025,225840,2016,0,1
16026,238460,2015,1,2
16027,550,2014,1,0
16028,206500,2014,1,2
16029,334230,2015,1,2
16030,274290,2014,0,1
16031,310700,2014,1,2
16032,310070,2014,1,1
16033,247080,2014,1,1
16034,257850,2016,1,2
16035,312630,2014,1,2
16036,244850,2013,1,2
16037,221380,2013,1,2
16038,223810,2013,1,1
16039,270090,2015,1,2
16040,204450,2014,1,2
16041,377160,2015,1,2
16042,413150,2016,1,2
16043,570,2015,1,2
16044,394320,2016,0,0
16045,307780,2015,0,2
16046,346110,2016,1,0
16047,344760,2015,1,0
16048,321960,2015,1,2
16049,440980,2016,1,2
16050,322070,2014,1,0
16051,441600,2016,0,2
16052,218620,2014,0,2
16053,321360,2015,0,0
16054,322070,2014,1,2
16055,49520,2014,1,2
16056,287700,2016,1,1
16057,218470,2014,0,0
16058,304930,2014,1,0
16059,49520,2014,1,0
16060,570,2013,1,2
16061,107900,2015,0,2
16062,355180,2015,1,2
16063,222880,2015,1,2
16064,346900,2015,1,1
16065,12100,2015,1,2
16066,730,2014,1,2
16067,22370,2013,1,2
16068,570,2014,0,1
16069,440,2014,1,2
16070,218620,2014,1,1
16071,223710,2014,1,1
16072,208090,2014,1,1
16073,304930,2014,1,1
16074,51100,2015,1,1
16075,104900,2014,1,1
16076,49520,2014,1,1
16077,550,2015,1,2
16078,20510,2016,1,2
16079,4500,2016,1,1
16080,400790,2016,1,0
16081,218620,2014,1,2
16082,221100,2015,1,1
16083,286690,2016,1,2
16084,730,2016,1,0
16085,391460,2015,0,0
16086,107410,2015,1,1
16087,31290,2014,1,1
16088,730,2014,1,1
16089,221100,2015,0,2
16090,393380,2015,1,0
16091,222880,2014,1,0
16092,377160,2015,0,2
16093,292030,2015,1,2
16094,25000,2015,1,2
16095,225540,2016,1,0
16096,282070,2016,1,2
16097,302380,2016,1,2
16098,313730,2014,1,2
16099,289460,2016,1,2
16100,219740,2014,1,2
16101,207610,2015,1,2
16102,241930,2016,1,2
16103,233130,2015,1,2
16104,304240,2015,1,2
16105,11610,2016,1,2
16106,214190,2014,1,1
16107,221100,2014,1,0
16108,227680,2014,0,0
16109,49520,2014,1,2
16110,204880,2014,1,2
16111,730,2014,1,2
16112,206210,2014,1,2
16113,440,2011,1,2
16114,440,2014,1,1
16115,440,2014,1,1
16116,48700,2015,1,0
16117,570,2014,1,2
16118,219640,2013,1,2
16119,8190,2014,1,2
16120,95400,2015,1,2
16121,230410,2013,1,2
16122,286340,2014,1,2
16123,22380,2014,1,2
16124,72850,2014,1,0
16125,570,2012,1,0
16126,1840,2014,1,2
16127,222880,2016,1,1
16128,730,2015,1,0
16129,310380,2015,1,2
16130,208090,2014,1,1
16131,570,2014,1,2
16132,440,2016,1,2
16133,104900,2014,1,0
16134,570,2013,1,2
16135,550,2013,0,0
16136,730,2014,1,2
16137,201790,2014,1,2
