user_id,genres,release_year,playtime_forever
CallTripleZero,Massively Multiplayer,2013,10977
sythilian,Strategy,2014,10976
erase883,Strategy,2009,10971
KentuckyFriedSpy,Indie,2014,10970
76561198083619343,Action,2014,10970
hadougun,Action,2011,10967
hadougun,Adventure,2011,10967
76561198018736748,Massively Multiplayer,2014,10966
serkulees,Adventure,2014,10964
muskieratboi,RPG,2014,10963
76561198059486412,Action,2014,10963
76561198038259170,Indie,2014,10962
76561198026913200,Action,2012,10961
AwesomeDoormat,Action,2015,10961
76561198026913200,RPG,2012,10961
badminton,RPG,2014,10961
Urotsuki,Action,2013,10958
Urotsuki,Adventure,2013,10958
companothemuslim,Simulation,2013,10957
minhtee,Simulation,2015,10956
GhandiSikh,Simulation,2006,10954
blur_reqz,Free to Play,2015,10953
Wdsy,Adventure,2015,10953
covash23,RPG,2016,10953
mikeytyson,Simulation,2010,10952
REBAS_AS_F-T,Racing,2015,10952
stinglock,Massively Multiplayer,2009,10952
exotiksnipa,RPG,2014,10952
exotiksnipa,Massively Multiplayer,2014,10952
stinglock,Free to Play,2009,10952
snakeyboy,Simulation,2015,10952
mikeytyson,Strategy,2010,10952
76561198022577753,Action,2004,10950
VRBones,Strategy,2008,10950
MyWeakness,Adventure,2010,10948
76561197971851704,Adventure,2013,10946
thisgodlessendeavor,RPG,2015,10946
ganndor,Strategy,2010,10944
76561197968331328,Simulation,2015,10943
AngusTheCow,RPG,2009,10941
Urit,Action,2009,10938
SKARRRMaera,Strategy,2010,10938
76561198007799026,Action,2011,10935
76561197999075044,Indie,2017,10934
76561197999075044,Adventure,2017,10934
76561197999075044,Action,2017,10934
Aquilares,RPG,2008,10930
76561198032373589,RPG,2011,10930
76561198064343153,Indie,2015,10929
reidsmoe,Simulation,2006,10928
76561198061505714,Action,2010,10928
yaegerthearcticwolf,Action,2009,10928
customisedforsure,Indie,2015,10927
76561198061097219,Simulation,2015,10927
Quarity,RPG,2010,10926
76561198036511313,Action,2013,10925
Bluegills,Early Access,2013,10924
Bluegills,Adventure,2013,10924
Bluegills,Massively Multiplayer,2013,10924
76561198047679159,RPG,2012,10923
76561198047679159,Strategy,2012,10923
76561198047679159,Simulation,2012,10923
76561198041303312,Action,2013,10923
mrpfresh,Action,2006,10922
76561198070346631,RPG,2010,10918
76561197974500703,RPG,2009,10917
Warrfoxx,Action,2012,10917
Crudetasmanian,Action,2010,10916
AquilliusRanger,RPG,2010,10916
76561198060787863,Adventure,2013,10916
anca1ag0n,Action,2015,10915
76561197990819502,Strategy,2013,10915
76561198055123094,RPG,2012,10914
76561198044593988,Adventure,2011,10914
76561198048090660,Adventure,2013,10913
76561198072534476,Action,2014,10913
holty07,Action,2011,10912
getyourmarsbar,Action,2009,10909
76561198007488623,Strategy,2010,10907
76561198067582240,Massively Multiplayer,2013,10905
lurchibald,Adventure,2016,10904
SzechuanB,Action,2011,10904
76561198044128297,Casual,2015,10904
76561198009850976,Strategy,2010,10903
_fubar_,Indie,2014,10901
Unl33t,Action,2008,10900
DuskH,Casual,2015,10900
76561198011218089,Strategy,2012,10899
qwertybmwh1994,Adventure,2011,10899
76561198067257274,Casual,2012,10898
AE19,RPG,2012,10896
GoldenSlice,Strategy,2015,10895
GoldenSlice,Simulation,2015,10895
-AnimeIsMyThing-,Adventure,2013,10893
-AnimeIsMyThing-,Massively Multiplayer,2013,10893
-AnimeIsMyThing-,RPG,2013,10893
-AnimeIsMyThing-,Early Access,2013,10893
-AnimeIsMyThing-,Indie,2013,10893
kodell,Free to Play,2010,10890
76561198061836100,Free to Play,2012,10890
kodell,Massively Multiplayer,2010,10890
76561198007539695,Simulation,2016,10888
Vanillabun,Action,2012,10888
76561198027367190,Simulation,2012,10887
Hati_Hati_Hati_Hati_Hati_Hati,Indie,2006,10887
Hati_Hati_Hati_Hati_Hati_Hati,Simulation,2006,10887
ydok4,Strategy,2016,10886
iSkulz,Casual,2016,10885
iSkulz,RPG,2016,10885
76561198020449132,RPG,2012,10885
76561198040899282,Early Access,2013,10884
76561198040899282,Indie,2013,10884
76561198040899282,Massively Multiplayer,2013,10884
76561198025883153,Action,2013,10882
76561198027367190,Action,2014,10882
hadougun,Action,2008,10882
76561198090878710,Action,2015,10879
76561198031480846,Casual,2016,10878
Necrosc,Action,2011,10877
5469782134896,RPG,2016,10877
claicorx,RPG,2010,10876
Enska,Adventure,2012,10874
76561198022808464,Action,2014,10873
76561198025613632,Indie,2006,10873
76561198025613632,Simulation,2006,10873
Terminally-Chill,Indie,2009,10871
76561198071234865,Simulation,2015,10869
76561198045774424,RPG,2014,10868
-Azsael-,Strategy,2008,10868
76561197994136663,Free to Play,2015,10868
76561197994136663,Casual,2015,10868
frogmcvape,RPG,2009,10867
CarrotDick,Action,2010,10866
Jojibu,Action,2009,10864
LordJacques,Strategy,2015,10862
erase883,Adventure,2015,10861
erase883,Action,2015,10861
76561198032373589,Casual,2011,10861
Gilsham,Free to Play,2011,10861
Gilsham,Massively Multiplayer,2011,10861
76561198053000587,Simulation,2010,10859
76561198053000587,Strategy,2010,10859
76561198008211473,Massively Multiplayer,2010,10858
76561198024354149,RPG,2012,10858
76561198008211473,Free to Play,2010,10858
76561197971180788,RPG,2015,10858
76561198071955492,Strategy,2012,10852
GearShift,RPG,2012,10851
76561198041353540,Action,2009,10850
farquadspenis,RPG,2012,10850
matagaming,Action,2010,10849
muskieratboi,Free to Play,2013,10849
potatoskins,Action,2007,10848
Harkugan,Simulation,2009,10848
76561197970076726,Strategy,2012,10848
Newboy65,Simulation,2015,10847
Newboy65,Strategy,2015,10847
lurchibald,Action,2012,10845
kaizan12,Casual,2014,10845
KrazyAl,Simulation,2014,10841
mutatedwombat,Utilities,2014,10839
76561198034465295,Strategy,2013,10836
Superdraco3314,Strategy,2008,10833
76561198021745490,Simulation,2014,10832
bonereaper,Indie,2011,10830
bonereaper,Adventure,2011,10830
bonereaper,RPG,2011,10830
bonereaper,Action,2011,10830
Garsnaffle,Action,2012,10829
Unl33t,Adventure,2016,10828
Unl33t,RPG,2016,10828
stinglock,Action,2010,10828
76561198026268722,Indie,2014,10827
Aquilares,Action,2012,10827
DuskH,Action,2016,10827
stinglock,Simulation,2012,10826
Ppkdoevil,Action,2014,10826
64723864,Simulation,2015,10825
76561197998683345,Action,2009,10825
76561198063439860,Action,2014,10825
TrippedSociety,Action,2008,10823
tobscene,Strategy,2008,10823
jprezo,Free to Play,2014,10823
jprezo,Action,2014,10823
ZeMadScientist,Adventure,2012,10822
76561197999075044,Action,2010,10822
joeshoer,Action,2010,10822
youngwolf,Indie,2006,10821
youngwolf,Simulation,2006,10821
Overwhelmer,Action,2013,10820
VividPikselz,Action,2013,10820
BananaCar,Adventure,2017,10820
Overwhelmer,Adventure,2013,10820
PippleKipple,Simulation,2009,10820
Outsider,Adventure,2014,10818
76561198043524540,Indie,2014,10817
sandgroper,Adventure,2012,10816
Hati_Hati_Hati_Hati_Hati_Hati,Action,2012,10814
76561197992681922,Simulation,2014,10814
TandyTandon,RPG,2015,10814
76561198033433261,Indie,2013,10812
76561198033433261,Massively Multiplayer,2013,10812
76561198033433261,Action,2013,10812
76561198033433261,Early Access,2013,10812
Emillllllllllllllllllllllll,Adventure,2011,10811
davidjgriffith,Adventure,2012,10811
76561198008211473,Strategy,2012,10809
SithBen,Action,2011,10808
76561197978426585,Adventure,2015,10806
dragonsheart,Indie,2017,10805
dragonsheart,Adventure,2017,10805
dragonsheart,Massively Multiplayer,2017,10805
dragonsheart,Action,2017,10805
dragonsheart,RPG,2017,10805
76561198057988265,Action,2011,10804
76561198057988265,Indie,2011,10804
76561198057988265,RPG,2011,10804
76561198057988265,Adventure,2011,10804
76561197971851704,Indie,2011,10802
76561197971851704,RPG,2011,10802
Lochstar12,RPG,2012,10800
Urtle1,Strategy,2013,10800
76561198074254609,RPG,2012,10799
SonicSounds1711,Action,2011,10799
76561198052268769,Action,2016,10798
76561198052268769,Adventure,2016,10798
76561198052268769,Casual,2016,10798
76561198052268769,Indie,2016,10798
Viol3ntSpanky,Simulation,2013,10797
Wdsy,Free to Play,2012,10796
76561197994892526,RPG,2014,10796
VoxMaro,Indie,2016,10794
VoxMaro,RPG,2016,10794
VoxMaro,Casual,2016,10794
VoxMaro,Adventure,2016,10794
dragonsheart,Indie,2012,10793
76561198026268722,RPG,2011,10788
76561198006748755,Strategy,2013,10788
76561198006748755,Simulation,2013,10788
Bluegills,Strategy,2016,10787
76561197971180788,Action,2014,10787
fitemeirlfget,Adventure,2011,10786
76561197995582054,Adventure,2013,10786
Global,Simulation,2012,10786
Legendary_Blu,Adventure,2012,10786
SweetSugar,Early Access,2015,10785
SweetSugar,Strategy,2015,10785
fereleth,RPG,2012,10784
76561197975863549,Strategy,2015,10783
76561197993494010,Indie,2015,10783
youcannothidefromme,Free to Play,2013,10781
Porjate,Simulation,2014,10781
adamtreloar,Strategy,2010,10780
76561198035146378,Strategy,2009,10779
Alpha4344,Massively Multiplayer,2013,10779
Alpha4344,Early Access,2013,10779
Alpha4344,Indie,2013,10779
Nickchat,Indie,2011,10778
SwinburnCyphenMisslemike,Adventure,2015,10777
Terminally-Chill,Indie,2011,10776
76561198056784829,Strategy,2009,10773
Tomsen1,RPG,2010,10773
Flabbernackle,Strategy,2012,10772
76561198040633290,Strategy,2009,10769
DoctorSpaceman,Action,2010,10769
AriakWolf,RPG,2013,10768
76561198071955492,Action,2016,10767
ulramite,Free to Play,2012,10763
76561197970137892,Massively Multiplayer,2012,10759
MGrade,Racing,2015,10757
76561198074763789,Adventure,2010,10756
76561198074763789,Action,2010,10756
_fubar_,Adventure,2015,10755
76561198005999162,Action,2008,10755
76561198078138335,Action,2016,10752
ryuosuke,Free to Play,2015,10752
76561198078138335,Adventure,2016,10752
squeegymackoy,Action,2015,10751
Herpy_Derp,Adventure,2016,10751
UnseenGuitar,Simulation,2016,10750
UnseenGuitar,Strategy,2016,10750
Remo191,Adventure,2016,10749
Remo191,RPG,2016,10749
76561198061021230,Simulation,2010,10748
76561197981203305,Strategy,2012,10748
76561198045507259,Simulation,2012,10745
Memfizz,Indie,2016,10744
Urtle1,Action,2012,10740
Urtle1,RPG,2012,10740
donutmaster123,Indie,2015,10738
DoctorSpaceman,Action,2015,10738
Falcon_HaHa,Action,2014,10738
mrpfresh,Strategy,2003,10737
mrpfresh,Massively Multiplayer,2003,10737
mrpfresh,RPG,2003,10737
mrpfresh,Free to Play,2003,10737
mrpfresh,Action,2003,10737
hitlersokiguess,Simulation,2014,10736
lordofgeckos,Strategy,2011,10736
76561198014704426,Adventure,2013,10734
mrpfresh,Simulation,2013,10733
mrpfresh,Strategy,2013,10733
squeegymackoy,Strategy,2014,10732
hitlersokiguess,Adventure,2014,10731
Unl33t,Adventure,2013,10730
76561198045774424,Strategy,2010,10730
76561198053516585,RPG,2012,10729
Jaikenkai,RPG,2011,10729
Legendary_Blu,Indie,2015,10728
Rawrimaviking,Action,2011,10728
Rawrimaviking,Indie,2011,10728
Legendary_Blu,RPG,2015,10728
PwnArt1st,Simulation,2015,10726
76561198065312262,Action,2014,10725
skullduggery55,Action,2012,10724
76561197970347433,Indie,2015,10722
76561198064984988,Free to Play,2015,10721
azza213,Simulation,2011,10721
76561197989615671,RPG,2016,10720
007james_bond,Strategy,2010,10720
76561197989615671,Adventure,2016,10720
76561197989209339,Strategy,2016,10718
VoxMaro,RPG,2009,10716
Luneix,Action,2016,10716
BlaZE_,Strategy,2016,10716
76561198050575580,RPG,2008,10716
76561198050575580,Indie,2008,10716
malthiusau,RPG,2010,10715
mrjaksauce,Indie,2016,10714
76561198056352983,Action,2013,10713
Baronlord,RPG,2011,10713
Baronlord,Indie,2011,10713
awpsum,RPG,2010,10712
chilla1,Strategy,2013,10709
JohnnyMcShitty,RPG,2009,10708
76561198042335464,Sports,2015,10707
Lamus,Action,2016,10707
76561198042335464,Racing,2015,10707
tankedout,Action,2009,10707
76561198007860684,RPG,2010,10705
76561198065923342,Action,2009,10704
Wdsy,Strategy,2011,10703
76561198032659071,Free to Play,2015,10702
GermanPenguin,Casual,2016,10700
76561198035146378,Action,2013,10700
yaegerthearcticwolf,Action,2004,10696
iSkulz,RPG,2012,10696
Harbringer-of-sorrow,Strategy,2010,10695
76561198043516885,Action,2013,10695
76561197970347433,Simulation,2016,10693
Rougeman,RPG,2007,10693
sploger,Simulation,2013,10692
76561198073607481,Indie,2006,10692
76561198073607481,Simulation,2006,10692
76561197971327741,RPG,2012,10690
Warrfoxx,Action,2016,10690
76561198016610271,Strategy,2017,10689
76561198016610271,Free to Play,2017,10689
76561197978024377,Adventure,2014,10688
randomnes,Simulation,2016,10687
76561198046813126,Indie,2016,10686
76561198054678115,Action,2013,10684
76561198022269929,Indie,2014,10684
76561198022269929,Adventure,2014,10684
76561198054678115,Adventure,2013,10684
kaizan12,RPG,2016,10683
76561198072534476,Action,2009,10681
76561198024728550,Massively Multiplayer,2014,10681
76561198015083753,Action,2012,10678
76561198065322400,Indie,2017,10677
76561198065322400,Simulation,2017,10677
76561198065322400,Action,2017,10677
76561198065322400,RPG,2017,10677
76561198065322400,Massively Multiplayer,2017,10677
76561198065322400,Free to Play,2017,10677
76561198007521657,Massively Multiplayer,2011,10675
76561198007521657,Simulation,2011,10675
KentuckyFriedSpy,Adventure,2015,10674
Flabbernackle,Free to Play,2015,10672
76561198059486412,Strategy,2013,10671
76561197970137892,Action,2013,10671
76561198047630659,Free to Play,2013,10670
Velocity_,Adventure,2016,10670
LordJacques,Massively Multiplayer,2013,10669
archy18,Action,2009,10669
chocklanisi,RPG,2015,10669
76561198044593988,Indie,2012,10668
personsunknown,RPG,2013,10665
personsunknown,Massively Multiplayer,2013,10665
eterna_amn,RPG,2014,10664
76561198067662523,Simulation,2014,10663
76561198072362918,Action,2014,10663
76561198014278943,RPG,2010,10663
76561197992005814,Action,2012,10663
76561198067662523,Adventure,2014,10663
76561198072362918,Strategy,2014,10663
76561198014278943,Action,2010,10663
76561198072362918,Simulation,2014,10663
76561198024728550,Action,2013,10661
Sothere,Indie,2014,10661
76561198027367190,Strategy,2006,10660
spaceblob,Action,2015,10660
76561198027367190,Action,2006,10660
Velocity_,Strategy,2016,10660
DontCareForURL,Early Access,2013,10654
piepai,Free to Play,2015,10654
tantrts168,Adventure,2012,10653
muskieratboi,Action,2016,10651
926457123864182681994,Action,2005,10650
76561198055632563,Adventure,2014,10649
76561198008027099,Action,2013,10649
76561198034465295,Adventure,2010,10648
76561198007584361,Action,2011,10648
76561198005400196,Strategy,2011,10647
76561198028561555,Action,2011,10647
76561198075471492,Simulation,2013,10643
76561198075471492,Strategy,2013,10643
76561197965355573,Simulation,2009,10643
lasle,Simulation,2012,10642
ARZARNAR,Action,2013,10642
76561198027720165,Action,2016,10640
76561198001917486,Simulation,2008,10640
76561197997129113,Action,2016,10639
76561198073642113,Action,2008,10639
mblades,Action,2009,10639
76561198022269929,RPG,2008,10639
76561198026913200,Action,2009,10637
surya111,Strategy,2013,10637
jarryd187,Action,2014,10636
jarryd187,Adventure,2014,10636
76561197973114685,Adventure,2015,10636
76561198019293015,RPG,2015,10635
76561198059977575,Simulation,2014,10634
biendeo,Adventure,2010,10633
76561198026960298,Strategy,2010,10631
stuman85,RPG,2015,10631
Ppkdoevil,Adventure,2014,10630
76561197979731785,Action,2016,10630
YODAJACOB,Strategy,2009,10630
76561198056735088,Indie,2013,10630
76561198026725437,Action,2012,10630
76561198027081791,Early Access,2015,10629
76561197982807200,Strategy,2012,10629
Kootrasman,Early Access,2013,10628
Kootrasman,Indie,2013,10628
Herpy_Derp,Simulation,2016,10627
76561198063613744,Adventure,2015,10627
76561197978426585,Strategy,2014,10626
76561197978426585,Indie,2014,10626
TaylorSinclair,Adventure,2015,10626
76561198020928326,Action,2013,10626
76561198024531364,RPG,2014,10624
76561198041284313,RPG,2013,10624
76561198059107861,RPG,2016,10622
76561198067662523,Strategy,2013,10622
76561198007539695,Massively Multiplayer,2011,10621
76561198007539695,Free to Play,2011,10621
tehdez,RPG,2011,10621
surya111,Strategy,2010,10620
Gigglestik,RPG,2011,10620
Crudetasmanian,Action,2016,10616
76561197992148038,Action,2013,10615
-Uplink-,Action,2014,10615
76561198045420316,Action,2012,10614
Howaboutsomegoodoldsuicide,RPG,2015,10614
PiozZ,Action,2016,10614
Necrosc,RPG,2010,10613
76561198037509696,RPG,2012,10613
mendicant_bias,Indie,2013,10612
DeEggMeister,RPG,2009,10612
mendicant_bias,Massively Multiplayer,2013,10612
mendicant_bias,Early Access,2013,10612
bwolf7803,Indie,2010,10610
TheKiwiMantis,Indie,2016,10609
TheKiwiMantis,Action,2016,10609
liamsplace,Action,2004,10609
76561198031319986,Free to Play,2017,10609
JohnnyMcShitty,Adventure,2012,10608
76561198072985865,RPG,2017,10606
76561198064983179,Action,2012,10606
Kaj3n,Racing,2015,10606
Kaj3n,Sports,2015,10606
76561198072985865,Massively Multiplayer,2017,10606
76561197971180788,Indie,2008,10604
albob999,Strategy,2014,10603
76561197978024377,Simulation,2010,10602
0071945,Adventure,2010,10600
76561198077273975,RPG,2013,10599
76561198026268722,Strategy,2012,10599
76561198040641436,Strategy,2006,10599
76561198041472164,RPG,2010,10598
CaptainTitus,Action,2011,10597
76561198065923342,Action,2015,10596
76561198014278943,Strategy,2009,10594
76561198011333937,Action,2012,10594
thintimtam,Action,2005,10593
76561198022269929,Action,2015,10593
TrippedSociety,Action,2013,10593
76561198061021230,Strategy,2015,10592
76561198048090660,Action,2012,10592
L4M1NAS,Strategy,2012,10592
ArmenianJunkie,Strategy,2016,10588
samemint,Adventure,2010,10588
76561198067711740,RPG,2012,10588
76561198067711740,Simulation,2012,10588
Kebabsaregood,Adventure,2014,10586
DeEggMeister,Action,2016,10586
thequeenpanda,RPG,2015,10583
76561198090878710,RPG,2013,10582
76561198065247809,Massively Multiplayer,2012,10582
76561198053000587,Adventure,2014,10582
76561197970148466,RPG,2015,10582
76561197965355573,Action,2010,10581
Bigstrongdaddymanxoxo,Adventure,2015,10581
Harbringer-of-sorrow,Action,2016,10580
mark123,RPG,2012,10579
76561198048808239,RPG,2013,10578
76561198048808239,Action,2013,10578
76561198003447788,RPG,2010,10576
76561198000220446,Free to Play,2013,10576
malthiusau,Simulation,2015,10575
76561198057453677,Free to Play,2017,10575
malthiusau,Strategy,2015,10575
Deerunken,Indie,2014,10575
malthiusau,Indie,2015,10575
76561198035005990,RPG,2012,10575
76561197978426585,Sports,2010,10574
DeployableDuck,Massively Multiplayer,2017,10573
DANGERMOOOUSE,Massively Multiplayer,2010,10573
DeployableDuck,Indie,2017,10573
DeployableDuck,Adventure,2017,10573
Delphaeus,Action,2014,10573
DeployableDuck,Action,2017,10573
76561198011303077,Action,2013,10573
venomous6,Action,2015,10573
DANGERMOOOUSE,Free to Play,2010,10573
DeployableDuck,RPG,2017,10573
comquack,Strategy,2012,10572
76561198054678115,Indie,2015,10571
76561198016610271,Action,2016,10571
76561198016610271,Adventure,2016,10571
76561198054678115,Simulation,2015,10571
Sicero,Action,2013,10570
stopgovtcorruption,RPG,2014,10569
KrazyAl,RPG,2015,10567
76561197966956978,Strategy,2014,10566
76561198008119091,Adventure,2011,10566
piepai,Simulation,2014,10566
Baldman,Indie,2013,10563
76561197986916169,Simulation,2015,10562
ryuosuke,Adventure,2013,10562
the_floor,Adventure,2011,10562
ryuosuke,Action,2013,10562
76561197998873955,Early Access,2013,10562
ryuosuke,Early Access,2013,10562
76561197998873955,RPG,2013,10562
76561198026531048,Adventure,2011,10562
ryuosuke,RPG,2013,10562
ryuosuke,Massively Multiplayer,2013,10562
ryuosuke,Indie,2013,10562
76561197998873955,Massively Multiplayer,2013,10562
76561198008027099,Action,2016,10562
76561198007860684,Strategy,2010,10561
MinerKnight,Indie,2016,10558
MinerKnight,Adventure,2016,10558
76561198008302183,Indie,2014,10558
76561198008302183,Adventure,2014,10558
mendicant_bias,RPG,2010,10557
76561197963206623,Indie,2012,10556
Jokester644,RPG,2010,10555
76561198007745188,Casual,2015,10554
76561198007745188,Indie,2015,10554
76561198007745188,Free to Play,2015,10554
76561198001917486,Early Access,2016,10553
zeroepix,Simulation,2008,10553
76561198001917486,Indie,2016,10553
76561198001917486,Strategy,2016,10553
76561198001917486,Simulation,2016,10553
fitemeirlfget,Action,2009,10553
zeroepix,Strategy,2008,10553
76561198001917486,Casual,2016,10553
76561198048808239,Action,2011,10552
qwazyoxyphi,Action,2013,10551
jalpineapple,Adventure,2015,10550
MagiKFred,Indie,2009,10549
76561198049648415,Simulation,2012,10549
Vexest,Indie,2015,10548
VividPikselz,Adventure,2013,10546
Dr_Angryhead,Adventure,2016,10546
76561198077663677,Action,2009,10545
Kootrasman,Adventure,2015,10542
76561198077663677,Action,2014,10540
Tomsen1,Indie,2015,10540
76561198020014009,Indie,2011,10537
76561198020014009,RPG,2011,10537
hypertragic_THIS,RPG,2009,10536
76561198038486363,Adventure,2015,10536
deynarian,RPG,2010,10534
KingPilgrim,RPG,2002,10532
T0talN1nja,RPG,2009,10530
76561198042335464,Action,2013,10529
TheTriggured,Indie,2011,10528
TheTriggured,Action,2011,10528
76561198024728550,RPG,2016,10528
76561198046928644,RPG,2011,10527
76561197973942939,Action,2014,10527
DieMadchenschanderin,Free to Play,2012,10526
DieMadchenschanderin,Massively Multiplayer,2012,10526
nsgrickgrimes,Action,2016,10525
Steamified,RPG,2014,10524
76561198056690906,RPG,2016,10523
76561198056690906,Action,2016,10523
76561198056690906,Adventure,2016,10523
Pinguinbeta18,Strategy,2015,10523
76561198056690906,Casual,2016,10523
76561198056690906,Indie,2016,10523
76561198042451234,Simulation,2009,10522
76561198042451234,Strategy,2009,10522
76561198023147569,Simulation,2015,10521
76561198023147569,Strategy,2015,10521
76561198023147569,Indie,2015,10521
PROGAMER963,Strategy,2011,10520
76561198054155652,Adventure,2012,10520
kruger287,RPG,2015,10520
76561198039509150,Indie,2016,10516
PugsAus,Free to Play,2013,10516
Warrfoxx,Action,2009,10515
76561198013170444,Action,2009,10515
76561198011714432,Simulation,2015,10514
smcs,Strategy,2008,10513
MrChaosAus,Free to Play,2013,10511
BlackadderV,Indie,2015,10506
76561198009850976,Strategy,2011,10506
76561198009633329,Strategy,2013,10505
Velocity_,Indie,2016,10505
76561197999075044,Adventure,2016,10504
76561197999075044,Casual,2016,10504
76561197999075044,RPG,2016,10504
76561197999075044,Indie,2016,10504
76561198058230663,Strategy,2006,10502
76561197963638240,Racing,2010,10501
Necrosc,Strategy,2012,10500
PiozZ,Massively Multiplayer,2013,10499
PwnArt1st,Indie,2006,10499
76561197985247422,Strategy,2007,10496
serkulees,RPG,2013,10495
76561198018736748,Adventure,2013,10494
ZyhgarThestarweaver,Free to Play,2015,10494
76561198027517536,Strategy,2012,10493
JayKayGray,Free to Play,2013,10492
76561198025883153,Action,2004,10492
Luneix,Adventure,2013,10491
THEHITMONKEY,Indie,2016,10490
serkulees,Indie,2015,10490
Unl33t,RPG,2015,10490
76561198070087725,Adventure,2014,10487
76561198074949818,Strategy,2010,10487
meatsim009,Strategy,2012,10486
76561198060808273,RPG,2015,10486
76561198060808273,Strategy,2015,10486
76561198060808273,Free to Play,2015,10486
76561197999638590,Action,2007,10485
76561198057453677,Massively Multiplayer,2017,10482
acorn13,Action,2010,10481
Bluegills,Action,2015,10480
76561198014009325,Strategy,2011,10480
Bluegills,Adventure,2015,10480
13971397,Indie,2012,10479
76561198048090660,Action,2014,10478
Xuchiex,RPG,2012,10478
76561198066375702,Strategy,2015,10478
Lickidactyl,RPG,2010,10476
76561197995418864,Indie,2014,10476
PiozZ,RPG,2010,10476
76561198004448633,Action,2014,10476
jonesgang88,Strategy,2014,10476
Eviloverlord1987BC,Simulation,2015,10475
Thundawich,Adventure,2011,10475
Benny3888,RPG,2014,10474
Benny3888,Massively Multiplayer,2014,10474
76561197994361638,Action,2011,10471
5469782134896,Adventure,2016,10469
76561197973395845,Strategy,2014,10469
Saephin,Strategy,2016,10468
76561198026913200,RPG,2016,10468
76561198037336064,Strategy,2009,10468
76561198037336064,RPG,2009,10468
76561198067070151,Simulation,2013,10465
76561198022915154,Adventure,2015,10464
76561198035606542,Strategy,2006,10464
LuvsGnomes,Strategy,2009,10463
76561198059162959,Simulation,2016,10461
76561198036687918,Free to Play,2017,10461
Vunukiis,Action,2017,10461
Vunukiis,Adventure,2017,10461
Vunukiis,Indie,2017,10461
76561198036687918,Casual,2017,10461
SeirVedMini,RPG,2015,10459
DeEggMeister,RPG,2014,10458
Newboy65,Action,2014,10457
76561198073642113,RPG,2012,10456
76561198035146378,RPG,2009,10453
76561197994892526,Action,2008,10449
Quarity,Action,2012,10449
DeployableDuck,Indie,2011,10448
DeployableDuck,Action,2011,10448
mrpfresh,RPG,2010,10447
76561197992892048,Strategy,2008,10445
76561197992892048,Simulation,2008,10445
76561197992892048,Action,2008,10445
76561198054026701,RPG,2011,10443
76561198054026701,Indie,2011,10443
bosslucek,RPG,2009,10443
76561198054026701,Adventure,2011,10443
76561198054026701,Action,2011,10443
76561198013170444,RPG,2012,10441
Gigglestik,Indie,2015,10441
76561197965355573,RPG,2015,10440
76561197971128349,Free to Play,2015,10440
76561197971128349,Casual,2015,10440
76561198072985865,Indie,2012,10440
76561197963469414,Action,2004,10439
Bigstrongdaddymanxoxo,Action,2012,10439
lordoftheguppies,Simulation,2013,10436
76561198072355008,Action,2004,10434
Achillesm,Simulation,2015,10433
Achillesm,Casual,2015,10433
archy18,Simulation,2016,10432
TruBru,Indie,2014,10432
76561198034404849,Action,2010,10432
76561198063613744,Indie,2017,10431
76561198063613744,Adventure,2017,10431
76561198011743390,Action,2013,10431
76561197979731785,RPG,2010,10431
ZyhgarThestarweaver,Massively Multiplayer,2012,10430
LightningRod,Free to Play,2012,10430
ZyhgarThestarweaver,Free to Play,2012,10430
LightningRod,Massively Multiplayer,2012,10430
Unl33t,Strategy,2011,10430
Luneix,RPG,2012,10429
RegularSmokeyJoe,Indie,2006,10428
RegularSmokeyJoe,Simulation,2006,10428
76561197994136663,Simulation,2015,10428
76561198045507259,Massively Multiplayer,2011,10427
76561198045507259,Simulation,2011,10427
BlaZE_,Strategy,2015,10424
donutmaster123,Adventure,2012,10423
donutmaster123,RPG,2012,10423
MagiKFred,Simulation,2006,10422
MagiKFred,Indie,2006,10422
76561197995284337,RPG,2012,10420
76561198062491543,Free to Play,2014,10418
cyberjepp,Indie,2016,10417
TaylorSinclair,Strategy,2014,10415
76561198039509150,Adventure,2015,10414
skotavus,Action,2015,10413
5469782134896,RPG,2014,10412
krogdog,RPG,2010,10412
Pinguinbeta18,RPG,2012,10411
tomfiend,Strategy,2011,10409
76561198035472583,Casual,2016,10408
edyac,Simulation,2015,10408
76561198035472583,Action,2016,10408
reivehnfliyt,Action,2009,10408
edyac,Indie,2015,10408
76561198035472583,Adventure,2016,10408
76561197973395845,Strategy,2009,10407
76561197998873955,Adventure,1900,10407
76561198026913200,Adventure,2011,10407
76561198070087725,Early Access,2013,10407
76561198070087725,Indie,2013,10407
76561198070087725,Massively Multiplayer,2013,10407
76561197998873955,Action,1900,10407
AngusTheCow,Strategy,2016,10407
lasle,Action,2010,10406
76561198050575580,Adventure,2016,10406
76561198024354149,Massively Multiplayer,2011,10405
76561198024354149,Free to Play,2011,10405
76561198046036119,Indie,2011,10405
76561198048090660,Action,2010,10402
76561198031310041,Action,2010,10401
mrtas,Strategy,2016,10401
76561198046324554,Indie,2017,10399
76561198046324554,Adventure,2017,10399
76561198046324554,Action,2017,10399
76561198046324554,Massively Multiplayer,2017,10399
zeroepix,RPG,2009,10399
76561198046324554,RPG,2017,10399
76561198022269929,RPG,2010,10398
Arthadonis,Sports,2015,10397
Arthadonis,Racing,2015,10397
samemint,Action,2014,10395
